Product_Name,Brand_Name,Product_Qnty,Product_Price,Product_Desc
Muscle Dranex Drain Cleaner,Mr. Muscle,50 g (Pack of 6),Rs 130,['Cleans blocked drainpipes\nMelts kitchen grease and hair']
Floor Cleaner - Pine,Lizol,2x975 ml Multi Pack,Rs 358,"['Lizol is Indias No.1 floor cleaning brand and recommended by the Indian Medical Association.\r\nKeep your home fresh and germ-free with Lizols comprehensive 3 in 1 home-care solution. \r\nLizol Disinfectant Surface Cleaner contains a distinctive formulation that kills 99.9% germs and gives 10 times better cleaning and germ protection than standard Phenyls, keeping the whole house cleaner, shinies and germ free. The product is available in 8 different fragrances and is perfect for floors, tiles, sinks, kitchen counters and all other washable surfaces in your home. \r\nLizol disinfectant liquid can be used either directly or diluted. For light soiled areas you should clean with Lizol mixed with water, whereas, for heavy soiled areas it can be used without any dilution. Lizol takes complete care of your family by keeping your kitchen, bathroom, floor, furniture and even the pets disinfected and clean.  For instructions on cleaning different surfaces using Lizol read on.']"
So Soft 3 Ply - Toilet Tissue Rolls,Origami,4 Rolls,Rs 275,"['Origami brings to you soft, absorbent and economic tissue rolls. This multipurpose product can be used for your home, office, party and travel needs. Our products are designed keeping your use and convenience in mind. It has been ensured that they dont cause clogging and they are dispenser friendly as well. These tissues are made using virgin fiber to deliver superior quality and hygiene. Origami products come with an added advantage of being Eco-friendly and are made from regenerative forest resources or recyclable materials, thus also lessening the impact on the environment.']"
Ganga Surabhi Dhoop - Natural Perfume,Gou Ganga,15 pcs Box,Rs 20,"['Surabhi dhoop is uniquely made from pure cow dung, herbs and natural scent of chandan (sandalwood). purified desi cow dung powder prepares an ideal atmosphere for your prayers by releasing oxygen, checking radiation effects and keeping away mosquitoes and other harmful pathogenic bacteria. the rich aroma of sandalwood helps you de-stress, while restoring optimism and energy during prayers and meditation. Efficacy : each cone burns for average 30 mins.']"
 Toilet Air Freshener Mix (3+1),Odonil ,50 g,Rs 141,"['Odonil Blocks are all about convenience. Let the small spaces in your home get the attention they deserve with easy-to-use, nature-inspired fragrances.\n\nAvailable in a collection of scents, Odonil Natural Block offers a perfect mix for those who have a hard time choosing.']"
Excel Detergent Powder - Matic,Surf Excel,Front Load,Rs 1099,"['Presenting Surf Excel Matic front load, the machine specialist laundry detergent, from the Surf excel Matic family that gives you 100% tough stain removal in machines. Surf excel matic front load is specially designed to work in high water level environment (20 liters) of front load washing machines. Its low suds formula ensures that it produces the right amount of foam that protects your machine from the effects of excessive foaming. Its hand rub action power penetrates clothes and removes tough stains in the washing machine itself. This means no more soaking or scrubbing and you can save up the time and effort you put behind everyday laundry.']"
Dishwash Gel - Lemons,Vim,500 ml,Rs 114,"['Vim is a quality product from Hindustan Unilever Limited. Launched in 1993, Vim is the original hand dishwashing brand which created the whole category. Vim continues to lead the market and is the biggest player in the category. Vim was the first brand to introduce dishwasher gel in India and has been the leader in the segment since introduction with 7 out of 10 gel dishwasher consumers using Vim Gel. \r\nVim Gel, with the power of 100 lemons, gives you complete cleaning without leaving any residue, unlike Dishwash Bars. It is also great value for money with one spoon of Vim Gel being enough to clean a full sink of dirty utensils. Its superior fragrance leaves your utensils smelling fresh, while its pH neutral formula is gentle on your hands. It also keeps your expensive utensils like non-stick cookware looking new for longer as it cleans without scratching the surface and is recommended by Prestige and Nirlep for their range of non-stick cookware. \r\nFor cooking vessels, add a drop of Vim gel directly on the scrubber and wash to get rid of tough stains. For other utensils, tiffins and dishes, take a spoonful of Vim, mix it in a bowl of water use the mixture to wash. So go ahead and enjoy the Vim Gel experience.']"
Toilet Cleaner - Ocean Fresh,Domex,750 ml,Rs 84,"['Looking to tackle the problem of malodour in the toilet? After all, who wouldnt want their toilets to smell clean and fresh? Maybe its time to stop blaming the flush, the drainage system or the exhaust fan in the toilet, and its time to change your toilet cleaner! \nThe all new Domex Fresh & Clean is a premium toilet cleaner that leaves behind a refreshing aroma and delivers a long lasting fragrance, while also killing 99. 9% germs. The disinfectant has the ideal thickness that makes the fluid spread evenly, ensuring ease of use. \nIt is innovative colour-changing technology changes the colour of the product from green to blue when it comes in contact with water, removing malodour causing germs and resulting in a fresh smelling toilet. Using the all new Domex Fresh & Clean will not only erase all the germs and stains from your toilet bowl, but will also keep your toilet smelling fresh for hours!\nDomex Fresh & Clean is now available in two variants - a pleasant and uplifting Lime Fresh fragrance & a cool and refreshing Ocean Fresh fragrance. \nAvailable in two convenient sizes at 500 ml & 750 ml.']"
Three in One Agarbathis,Cycle,280 g 204 Sticks,Rs 125,"['One of our time-tested, best-selling combo pack which has3 different fragrances in 1 pack:1. Serene (Lily)The delicate, subtle fragrance of lily creates a serene ambience. Let its gentle soothing and sedating qualities calm your heart and emotions and lull you into a state of peace.2. Yugantar (Fancy)A sweet, fruity creation whose aroma lingers on long after it is burnt, yet is enticing enough to leave you yearning for more. The fruity experience rejuvenates you completely, as much as eating a vitamin packed basket full of fruits would.3. Jagrane (Intimate)This utterly sweet smelling fragrance with its bouquet of green and coniferous undertones creates a cozy atmosphere and awakens your senses to the new aura surrounding you.Surprise: As the name suggests, this is the unexpected delight of the pack. You are surprised with a different fragrance every time, which could range from the sweet smelling to the woodsy.']"
Glass Cleaner Refill - Regular,Colin,1 L,Rs 149,"['A dirty glass surface can be an eyesore. While dust and germs tend to accumulate on glass surfaces, regularly cleaning them can help retain their shine and lustre. To keep your windows, appliances, cupboards and furniture tip-top, the Colin Glass and Surface Cleaner are a must-have among your household cleaning products. Its new powerful formula effortlessly removes hard water stains, accumulated dirt and other tough stains.\xa0Colin Glass Cleaner and Surface Cleaner is an all-round household cleaner that keeps your glass surfaces looking like new. It contains vinegar as one of its main ingredients. Vinegar is known for its strong cleansing action that not only removes the dust but makes them simply spick and span.\xa0The surface cleaner provides streak-free shine and is not too harsh on the skin. Colin has a fragrant formula does not bother your nose. Its convenient trigger helps you spray directly on the stains for maximum effectiveness. It makes cleaning all kinds of glass and generally shiny surfaces as simple as a breeze.\xa0Colin Glass and surface cleaner, with the power of shine boosters, besides removing dirt, also provides 2 times more shine than regular cleaners. Colin cleans every surface thoroughly by cutting through all kinds of dirt, oil and grease stains revealing clean and shiny surfaces. Colin glass and surface cleaner are perfect for use on glass surfaces, wash basins and toilets, window grills and pipes, taps, bathtubs and showers, fridge, TV, oven, kitchen cabinets, ceramic floors and wall tiles.']"
Phenyle - Cool Cyan,Germisol,500 ml Bottle,Rs 60,"['For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com']"
Dishwash Bar - Anti-Bacterial,Exo,Round 700 gm + Safal Steel Scrubber 1 pc,Rs 74,"['Exo Dish Shine Round makes your vessels odorous and removes the stain. The fast action formula with the hyper-cleaning technology quickly removes the toughest of stains and makes your vessels shine like never before. This dishwashing bar does not leave traces on the vessel and hence it can be easily washed. It works hard on grease and stains, keeping your utensils fresh and shining. It contains many anti-microbial agents that keep your vessels away from dirt and microbes which do not create pealing or itching of your skin.Exo Safal Steel scrubber scrubs away the toughest of grease, oil stains and dried food stains from utensils without leaving any scratches or hurting your hands. It is utilized for cleaning and scrubbing pots, baking dishes, pans, broiler pans, and grills ovens.']"
Dish Wash - Round Anti Bacterial Withcyclozan 250 gm + Safal Steel Scrubber 1 pc,Exo,Combo 2 Items,Rs 40,"['Exo Dish Shine Round makes your vessels odorous and removes the stain. The fast action formula with the hyper-cleaning technology quickly removes the toughest of stains and makes your vessels shine like never before. This dishwashing bar does not leave traces on the vessel and hence it can be easily washed. It works hard on grease and stains, keeping your utensils fresh and shining. It contains many anti-microbial agents that keep your vessels away from dirt and microbes which do not create pealing or itching of your skin.Exo Safal Steel scrubber scrubs away the toughest of grease, oil stains and dried food stains from utensils without leaving any scratches or hurting your hands. It is utilized for cleaning and scrubbing pots, baking dishes, pans, broiler pans, and grills ovens.']"
Kingkong Grass Broom - Vf,Gala,1 pc,Rs 176.01,"[""Made from special Meghalaya grass, it is flexible and long-lasting. It comes with a plastic handle.Gala India's one of the largest manufacturer of home cleaning tools brings out King Kong Grass Broom made from high quality, long-lasting Meghalaya Grass. It is 44 inches long which makes brooming floors easy and effortless.""]"
Disinfectant Surface Cleaner - Sandal,Lizol,2x500 ml Multipack,Rs 186,"['Lizol is Indias No.1 Household Cleaning Brand which is highly recommended by the Indian Medical Association. Lizol guarantees to kill 99.99% of disease-causing bacteria as well as germs and viruses while leaving your room smelling fragrant with a wide variety of mesmerising aromas.Removes 100 types of Stains & Germs.Use directly or diluted for regular use. Suitable for cleaning all kinds of surfaces.Leaves a Pleasant Fragrance.Available Variants: Pine, Floral, Citrus, Jasmine, Lavender, Sandal and Neem in sizes: 200ml, 500ml, 975ml and 2L.']"
Surface Cleaner - Cream White,Cif,250 ml,Rs 90,"['Cif, removes tough stains with minimum effort. Youll be amazed at how your home sparkles clean with our multipurpose CIF cream. Tough stains are not only inevitable but happen all around the home-from the water marks on the sink, oil splatter on the kitchen walls, grime between the tiles, dirt on ceiling fans. What makes them tough is the difficulty and effort in removing them from all over your home.But now with Cif, getting rid of these tough stains in your house is not tough anymore. Cifs unique formula with micro- particles remove the toughest dirt making your surfaces beautiful and shiny like new. No matter what the tough stains are, CIF shines. Whether it is burnt-on food, rust, grime between kitchen tiles or salt deposits on taps, Cif Cream cleans every surface thoroughly leaving then shiny like new again. Its suitable for almost all kinds of household surfaces making then beautifully shiny. Now get the toughest of cleaning with minimum effort. Go ahead, try it.\r\nFeatures and Benefits:\r\n• The worlds leading liquid abrasive surface cleaner\r\n• Effective surface cleaner for kitchen, bathroom and around the home\r\n• Removes Stubborn Dirt with minimum effort\r\n• Its cuts through grease, burnt-on food, grime between tiles, soap scum\r\n• Leaves your surfaces thoroughly clean and shiny like new again!\r\n• No visible damage or scratch due to product use']"
So Soft 2 Ply Plain Table Top Box,Origami,50 pcs,Rs 65,"['Origami presents multipurpose napkins. They are assured to be hygienic and absorbent making it effective in coping with spills and splashes. These products are convenient to dispose and are of high quality, making it a must-have for all your parties, outings as well as your home and office needs. These are manufactured from recycled materials or regenerative forest sources. So next time you use a napkin, do so without impacting the environment!']"
Home Garbage Bags - Compostable,BB Home,Medium,Rs 119,"['Made from cornstarch, it takes 90 to 180 days to decompose. It decomposes completely with the final product becoming manure and making the soil fertile.']"
Disinfectant Surface Cleaner - Citrus,Lizol,500 ml,Rs 93,"['Lizol is Indias No.1 Household Cleaning Brand which is highly recommended by the Indian Medical Association. Lizol guarantees to kill 99.99% of disease causing bacteria as well as germs and viruses while leaving your room smelling fragrant with a wide variety of mesmerising aromas. |  Removes 100 types of Stains & Germs. |  Use directly or diluted for regular use. Suitable for cleaning all kinds of surfaces. |  Leaves a Pleasant Fragrance. |  Available Variants: Pine, Floral, Citrus, Jasmine, Lavender, Sandal and Neem\r\nAvailable Sizes: 200ml, 500ml, 975ml and 2L']"
Dishwash Gel - Lemon,Vim,750 ml,Rs 145,"['Vim is a quality product from Hindustan Unilever Limited. Launched in 1993, Vim is the original hand dishwashing brand which created the whole category. Vim continues to lead the market and is the biggest player in the category. Vim was the first brand to introduce dishwasher gel in India and has been the leader in the segment since introduction with 7 out of 10 gel dishwasher consumers using Vim Gel. \r\nVim Gel, with the power of 100 lemons, gives you complete cleaning without leaving any residue, unlike Dishwash Bars. It is also great value for money with one spoon of Vim Gel being enough to clean a full sink of dirty utensils. Its superior fragrance leaves your utensils smelling fresh, while its pH neutral formula is gentle on your hands. It also keeps your expensive utensils like non-stick cookware looking new for longer as it cleans without scratching the surface and is recommended by Prestige and Nirlep for their range of non-stick cookware. \r\nFor cooking vessels, add a drop of Vim gel directly on the scrubber and wash to get rid of tough stains. For other utensils, tiffins and dishes, take a spoonful of Vim, mix it in a bowl of water use the mixture to wash. So go ahead and enjoy the Vim Gel experience.']"
Excel Matic Front Load Detergent Powder,Surf Excel,2 kg,Rs 380,"['Presenting, Surf excel matic front load the machine specialist laundry detergent from the Surf excel matic family that gives you 100% Tough Stain Removal in Machines. Surf excel matic front load is specially designed to work in high water level environment (40 liters) of front load washing machines. Its hand rub action power penetrates clothes and removes tough stains in the washing machine itself .This means no more soaking or scrubbing and saves up the time and effort you put behind everyday laundry. Being a washing machine specialist detergent, it dissolves completely in machine and ensure its leaves no residue on your clothes or your machine. Surf excel is Indias no.1 matic detergent brand and is recommended by leading washing machine manufacturers such as Samsung, Videocon, Godrej, Panasonic, Electrolux, Siemens, Bosch, IFB & Kelvinator. Moreover, Surf excel matic is value for money as all you need is 1 scoop (60 gms) of the detergent powder for regular load of clothes, however for heavily soiled clothes we recommend 1 n half Scoop (90gms) of the detergent powder. Now, just dump your clothes in your front load washing machine without soaking or scrubbing them and get 100% Tough Stain Removal in your machine.\r\n\r\nFeatures and Benefits:\r\n• Tough stain removal in machine with Surf excel matic\r\n• Surf excel matic front load is designed to work in high water level (40 liters) of front load washing machines\r\n• Surf excel matic front load laundry detergent dissolves completely leaving no residue on your clothes on in the machine\r\n• Surf excel matic front load laundry detergent has an advanced technology that gives you hand wash like clean in machines itself\r\n• Surf excel matic is value for money . 1 scoop of Surf excel matic = 2 scoops of ordinary hand wash detergent\r\n• Surf excel matic front load laundry detergent is the no.1 matic detergent and is recommended by leading washing machine manufacturers']"
Dishwash Bar,Vim,125 g,Rs 10,"['• With the Power of 100 lemons, vim bar removes the toughest grease stains the fastest and gives you a pleasant cleaning experience with its refreshing lemon fragrance. • It has a unique patented plastic coating at the bottom of the bar which helps prevent it from sagging quickly making it last upto 2 days longer than ordinary bars.• Vim was the original hand washing bar which invented the category. It is the preferred choice of consumers, tried by 6 out of 10 people everyday. Features & Benefits - • Vim Bar has the power of 100 lemons, which helps clean tough grease and the fastest It has a unique patented plastic coating at the bottom of the bar which helps prevent it from sagging quickly.• gives you a pleasant cleaning experience with its refreshing lemon fragrance removes stains easily• stain free• Tough on stains, gentle on your hands']"
Excel Easy Wash Detergent Powder,Surf Excel,4 kg,Rs 430,"['With Surf excel Easy Wash, now remove tough stains easily with the power of ten hands. We understand that washing clothes and removing stains can be extremely tiring and cumbersome. Especially if you are a mother of a young kid who fills your laundry basket with clothes covered in an array of stains, grass stains from football practice, ketchup stains from lunch and paint stains from art class. Until now you would have to soak your childs dirty clothes for a couple of hours and then scrub them with your hands using a brush and a bar, and wondered why it takes so much time and effort to remove stains from your kids clothes? The answer is because regular detergents do not dissolve completely and dont work as effectively. Surf excel Easy Wash is a superfine powder that removes tough stains in a jiffy and leaves no residue on your clothes. Being a superfine and fluffy powder it dissolves easily and reaches the stain and removes it easily. Its engineered formula with a superior technology unleashes the power of 10 Hands that is effective in removing toughest of the stains such as mud, ink, oil, ketchup, curry stain and chocolate very easily.\n\nFeatures and Benefits:\n• Surf excel Easy Wash has the power of 10 hands that removes tough stains easily\n• Its a superfine powder that dissolves easily and removes tough stains fast.\n• Its superior technology fights various tough stains such oil, ketchup, chocolate, curry stains\n• For tough stains, pre-soak you garments in Surf excel Easy Wash solution for 30 mins\n• Hand-wash - Use 2 scoops of Surf excel Easy Wash ; Machine-wash - Use 3 scoops of Surf excel Easy Wash\n• It works on coloured as well as white garments.']"
Excel Detergent - Liquid,Surf Excel,Matic,Rs 330,"['Presenting Surf Excel Matic Top Load Liquid Detergent - a revolutionary liquid detergent for Top Load washing machines. Being liquid, it is best suited for washing machines and ensures a superior laundry experience. Surf Excel Matic Top Load Liquid Detergent is specially made for your Top Load washing machine and gives you tough stain removal in machines. Surf Excel Matic Top Load Liquid Detergent is effective in the high-water level environment (40 liters) of your Top Load washing machines and dissolves completely ensuring it leaves no residue in your machine or your clothes. Surf Excel Matic Top Load Liquid Detergent is one of its kind detergent liquids whose cleaning action and the superior fragrance is much sought after. Surf Excel Matic liquid with a powerful cleaning technology penetrates stains faster and removes tough stains in machines itself. Try Surf Excel Matic Top Load Liquid Detergent for your Top Load machine for a superior cleaning experience. \nThis Surf Matic Top Load Liquid Detergent Pouch 2 lt pack is a refill pack and the liquid in the pouch needs to be poured into an empty 1ltr Surf Matic Liquid Detergent Bottle. You can use the scrubber cap (of the bottle) to measure a cap-full of the liquid for 1 load and 1.5 cups for heavily soiled loads, in your Top Load Washing machine. \nNew Surf Excel Matic liquid top load washing detergent gives you 100% stain removal in washing machines. Faster stain removal in machines new Surf Excel Matic liquid detergent with a powerful cleaning technology penetrates stains faster and removes tough stains in machines itself. It dissolves quickly in a high water level environment of washing machines, reaches stains effortlessly and leaves no residue on clothes or on machines. It is designed to produce foam as per washing machine type that ensures no clogging and choking of pipes and reduces scaling issues. The superior fragrance ensures that your clothes not only look fresh but also smell fresh. Colour care, removes tough stains in machines but retains original colour of the fabric.']"
Bathroom Cleaner - Lemon,Harpic,2x1 L Multipack,Rs 323.36,['Harpic Bathroom Cleaner gives you unbeatable cleaning on greasy soil and particulate matter and Harpic Freshness for the whole bathroom. Its thick liquid formula with powerful cleaning agents removes tough stains and kills 99.9% of germs. It also gives your bathroom a pleasant fresh fragrance.']
Combo Harpic Toilet Cleaner Original Power Plus + Lizol Surface Cleaner Citrus (200ml),bb Combo,Combo 2 Items,Rs 76,"['Harpic is Indias No.1 Toilet Cleaning Brand which is highly recommended by the Indian Medical Association. Harpic guarantees to kill 99.99% of disease causing bacteria as well as germs and viruses while leaving your toilets and bathrooms smelling fragrant with a wide variety of mesmerising aromas. |  Removes 10 times more yellowish and tough stains |  Strategically bent bottleneck shape helps pour the liquid into deep corners under the toilet rim. |  Thick liquid which clings and cleans from rim to U-bend. |  Available in three scents: Original, Orange and Rose.\r\nAvailable Sizes: 200ml, 500ml, 750 ml and 1L\n  Lizol is Indias No.1 Household Cleaning Brand which is highly recommended by the Indian Medical Association. Lizol guarantees to kill 99.99% of disease causing bacteria as well as germs and viruses while leaving your room smelling fragrant with a wide variety of mesmerising aromas. |  Removes 100 types of Stains & Germs. |  Use directly or diluted for regular use. Suitable for cleaning all kinds of surfaces. |  Leaves a Pleasant Fragrance. |  Available Variants: Pine, Floral, Citrus, Jasmine, Lavender, Sandal and Neem\r\nAvailable Sizes: 200ml, 500ml, 975ml and 2L']"
Combo Harpic Power Plus Toilet Cleaner-Original 1 L + Lizol Surface Cleaner-Citrus 2 L,bb Combo,Combo (2 Items),Rs 565,"['Harpic is Indias No.1 Toilet Cleaning Brand which is highly recommended by the Indian Medical Association. Harpic guarantees to kill 99.99% of disease-causing bacteria as well as germs and viruses while leaving your toilets and bathrooms smelling fragrant with a wide variety of mesmerising aromas.| Removes 10 times more yellowish and tough stains| Strategically bent bottleneck shape helps pour the liquid into deep corners under the toilet rim.| Thick liquid which clings and cleans from rim to U-bend.| Available in three scents: Original, Orange and Rose. Available Sizes: 200ml, 500ml, 750 ml and 1LLizol is Indias No.1 Household Cleaning Brand which is highly recommended by the Indian Medical Association. Lizol guarantees to kill 99.99% of disease-causing bacteria as well as germs and viruses while leaving your room smelling fragrant with a wide variety of mesmerising aromas.| Removes 100 types of Stains & Germs.| Use directly or diluted for regular use. Suitable for cleaning all kinds of surfaces.| Leaves a Pleasant Fragrance.| Available Variants: Pine, Floral, Citrus, Jasmine, Lavender, Sandal and Neem Available Sizes: 200ml, 500ml, 975ml and 2L']"
Dishwash Bar,Vim,200 g Pack of 3,Rs 45,"['With the Power of 100 lemons, vim bar removes the toughest grease stains the fastets and gives you a pleasant cleaning experience with its refreshing lemon fragrance. \nIt has a unique patented plastic coating at the bottom of the bar which helps prevent it from sogging quickly making it last longer than ordinary bars.\nVim was the original hand washing bar which invented the category. It is the preferred choice of consumers, tried by 6 out of 10 people everyday. \n It has a unique patented plastic coating at the bottom of the bar which helps prevent it from sogging quickly making it last longer than ordinary bars.\nInfused with the Power of 100 lemons and the goodness of Neem, Vim anti- germ bar not only helps clean your dirty smelly utensils quickly & without effort but also provides you ‘germ free utensils. It has a unique patented plastic coating at the bottom of the bar which helps prevent it from sogging quickly. Making it last up to 4 days longer than ordinary bars. Vim bar, being the market leader, is tried by 6 out of 10 people every day. So go ahead & try Vim bar, you wont be disappointed.\nFeatures and Benefits:\n• Vim Bar has the power of 100 lemons, which helps clean tough grease the fastest\n• It has a unique patented plastic coating at the bottom of the bar which helps prevent it from sogging quickly.\n• gives you a pleasant cleaning experience with its refreshing lemon fragrance\n• Removes stains easily\n• Stain free\n• Tough on stains, gentle on your hands']"
Liquid Detergent - Washomatic,Genteel,2x1 kg Multipack,Rs 304.01,"['Have you ever wondered why your delicate clothes look so dull and lifeless after few washes? Maybe you should look at your detergent which contains harmful chemicals. Genteel Liquid Detergent is a unique liquid detergent which is good for delicate and colored clothes. It not only cleans the clothes, removes dirt, but also leaves an amazing smell which lasts for long. The pH-neutral formula prevents the clothes from shrinking and fading. Your delicate clothes need extra care, and Genteel is perfect for them.']"
Home Toilet Roll - 3 Ply,BB Home,400 Pulls Pack of 4,Rs 174.20,"[""BB Home Toilet Roll is made with 100% virgin fibre. It's soft and absorbent and can it is flush friendly.Perfect for daily use, it comes with perforation for easy tear.""]"
Mate Home Mate Garbage Bag - Black,Home Mate,Oxo-Bio-Degradable Roll,Rs 129,"['These garbage bags are designed to ease the task of garbage disposal, and the bio-degradable material, makes it environment friendly and helps spread the word of hygiene and cleanliness. They are strong enough to carry waste neatly without causing a mess, and large enough to carry it all at once. They also offer great flexibility, convenience and ensure a high degree of hygiene, whether at home or in office.']"
Anti-Roach Gel - Cockroach Killer,HIT,20 g,Rs 211.65,"['Godrej HIT Anti-Roach Gel is a cockroach nest killer. The gel has special ingredients which attract cockroaches. On consumption of the gel, cockroaches go back to their nest and die. Other cockroaches that come in contact with those dead cockroaches also die, resulting in the elimination of the cockroach nest.']"
Non Woven Washable and Absorbent Kitchen Towels,Origami,80 pulls,Rs 190,"['Origami helps keep your kitchen neat and clean with this unique range of kitchen towels. They are highly absorbent and help to clean wet surfaces easily. These towels are dispenser friendly, convenient, tough and have clear perforation. They are produced with the latest technology to ensure superior quality and hygiene. Origami products come with an added advantage of being Eco-friendly and are made from regenerative forest resources or recyclable materials, thus also lessening the impact on the environment, making the kitchen towels a must-have!']"
Floor Cleaner,Domex,500 ml,Rs 95,"['Did you know that germs can cause diseases like Diarrhoea, Jaundice & Typhoid. Ordinary floor cleaners are ineffective in removing these disease-causing germs, Domex floor cleaner removes 99.9% germs giving you germ free, sparkling clean floors everyday. Based on a bleach formulation that is known to remove germs from floors, Domex floor cleaner gives you peace of mind. as your family is now well protected with Domex. Domex is a quality product from Hindustan Unilever Ltd, the makers of Surf Excel, Vim, Lakme, Red Label etc. Domex was Launched in 1997 in India. Domex is sold in 35 countries globally . Domex Floor Cleaner is a bleach- based formulation which is very effective for cleaning floors. The sheer power of Domex gives you the confidence you need in eradicating all known germs. With Domex, you can be absolutely certain that the job is done.\r\n\r\nFeatures and Benefits:\r\n• Gives sparkling looking clean floors\r\n• Kills all germs\r\n• Bleach based formulation effective for cleaning floors\r\n• Disinfects floors and makes them safe\r\n• removes tough stains from floor\r\n• When used undiluted kills germs which include bacteria, virus and fungii']"
Home Floor Cleaner - Pine,BB Home,500 ml,Rs 44.50,"['BB home floor cleaner is the ideal companion for home floor cleaning needs. It has key ingredients which ensure 99.99% germ protection and removes tough stains, leaving your rooms with a pleasant odour.Now have a germ-free home with this amazing formula.']"
Touch Napkin Tissue - Eco,Soft Touch,100 Sheets 9 x 9,Rs 32,"['Features : Extra Soft, Extra Strong, High Ansorbent.']"
Aer Pocket Bathroom Freshener Assorted 30g Pack of 3 + Air Freshener Spray 300ml,Godrej,Combo 2 Items,Rs 262.64,"[""Your home sweet home should be a home sweet-smelling home too. So Godrej aer came up with a range of home fresheners that can make your home smell sweet & wonderful in a just a spray. One whiff of Godrej aer's morning.misty.meadows will make your nose get lost in the fragrance of the misty meadows.""]"
Dishwash Liquid - Active 2X Lime,Pril,225 ml,Rs 45,"[""It's Powerful Active 2x Molecules, Cut away Tough Grease Residue, Remove Food Smell, Leave Utensils Sparkling Clean""]"
Toilet Cleaner Expert - Original,Domex,500 ml,Rs 85,"['Ever since 1929, Domex has been providing effective sanitation to people across the globe. Over the years, Domex has provided families with protection from harmful germs. The sheer power of Domex gives you the confidence you need in eradicating all known germs. Domex is committed to raising hygiene standards by improving general hygiene and health standards in communities around the world. Domex Original Toilet Cleaner is a toilet cleaner which not only gives you a clean toilet but also kills all germs to safeguard your family from the toilet germs. Did you know that Clean looking Toilets may actually not be clean? Toilets may have Disease- causing germs .Toilet germs may spread out to your personal hygiene elements like Towel, Toothbrush, Comb etc. every time you flush. These germs may spread out and cause diseases like Jaundice, Diarrhoea, Swine Flu and Typhoid etc. While ordinary toilet cleaners may be ineffective in tackling this, Domex Toilet Cleaner KILLS all disease causing germswhen used undiluted kills germs which include bacteria, virus and fungii\r\n\r\nFeatures and Benefits:\r\n• Kills all disease causing toilet germs\r\n• Bleach-based disinfectant toilet cleaner\r\n• Ensures a visibly cleaner toilet\r\n• Effective removal of tough stains in toilet bowl\r\n• a cleaning product must for your toilet\r\n• When used undiluted kills germs which include bacteria, virus and fungii']"
Hygienic Toilet Rim Block - Lavender,Harpic,2x26 g Multipack,Rs 136.16,"['Now a product that will clean, shine, perfume and even disinfect your toilet!\r\nHarpic Hygienic is an innovative cage-free toilet block that help clean and freshen with every flush. The toilet rim block works to maintain a constantly fresh and hygienic toilet. So your toilet feels fresher for longer, even in between cleans. Harpic Hygienic targets the toilet bowl for stains and deposits, and keeps it visibly clean and fresh for longer. The set of fragrances available include Citrus, Lavender and Jasmine that keep away odour and give a pleasant fragrance with every flush. Whats more? It fits discreetly under the rim and prevents limescale deposits and even germs.\r\nA single block of Harpic hygiene lasts upto 3 weeks depending upon your usage. It can help prevent limescale build-up, keeping your toilet clean for longer. For regular cleaning, use Harpic liquid.\r\nCaution: Use only for toilet bowls. Keep the block out of the reach of children. Avoid contact with eyes and skin. In case of accidental contact with eyes or skin, wash immediately with plenty of water. If irritation develops and persists, seek medical advice. DO NOT SWALLOW. If swallowed, seek medical advice immediately and show this container or label.']"
DetergentÂ PowderÂ -Â StainÂ Care,Henko,1 kg Pouch,Rs 112,['Stain removal and laundry are activities that require the best of ingredients to come forth and relieve your clothes of the dirt and grime that come with everyday living. Henkos Stain Champion Detergent Powder is one that helps in this activity thanks to its high quality ingredients.']
Kitchen Dish & Slab Gel - Lemon Fresh,Dettol,2x750 ml Multipack,Rs 422,"['Dettol Kitchen Dish & Slab Gel provides an expert protection against harmful bacteria with a unique sanitizing formula. This liquid has been specially developed to leave in your kitchen surfaces and on your Â\xa0dishes a nice and pleasant smell, while it also doubles as a sanitizer. It contains Dettols trusted formula that takes care of you and your family from harmful germs. The multi- purpose kitchen liquid can disinfect and clean your the slab, counter, basin and utensils in your kitchen and can kill up to 100 percent of the nasty bacterias. It is useful for complete kitchen hygiene - for germ free surfaces or utensil sanitizing. Dermatologically tested, it is safe and gentle on the hands. This product is also recommended by Indian Medical Association. It not just disinfects but also freshens up your kitchen and utensils as its available in a refreshing fresh lime fragrance.  For Beauty tips, tricks & more visitÂ\xa0https://bigbasket.blog/']"
